FORMULA,PROPERTY: YS (MPa)
MnSi,0.6
U(CrC)4,0.0
CsZn2B3O7,5.69
Y(CuSi)2,0.0
MgTl,0.0
Cs2Sb,0.62
CsZn4In5Te12,1.61
Ba2CoWO6,0.0
Li2MgHg,0.0
ZnCu2GeSe4,1.63
KIn(TeO3)2,4.0
Li3(CoO2)4,0.0
ScZnPt2,0.0
Pd2N,0.0
Ba2NdInSe5,2.2
YbPO4,0.0
K2Sm2Ti3O10,3.26
Mg2GeB2Rh5,0.0
TmU2S3O2,0.0
Ga1.002Sb0.998Se0.006,0.7
CdAsPd5,0.0
CuBiPbS3,0.12
Li6(NiO2)5,0.0
LiMnP2O7,0.0
In0.9Ga0.1As0.1P0.9,1.32
VBi(SeO4)2,2.2
CsLu7Se11,1.78
Tb(Al2Fe)4,0.0
Ba4Nb14O23,0.0
Ga1.1Sb0.9Se0.3,0.67
CsLu7S11,1.86
Sn(PO3)3,0.0
In0.1Ga0.9As0.1P0.9,2.25
Li3CrCo3O8,0.0
Na2SO4,0.0
Tl2S,1.0
Nd(AsPd)2,0.0
Gd1Mn1.95In1.05S5,1.66
K2RbSb,1.2
TiO2,3.3
La2HfS5,0.7
Pr(BRu)2,0.0
ZrHCl,0.0
BaCuTeF,2.3
CuNi(CN)4,2.7
RbPSe6,2.18
In3Sb,0.0
CsRbP,0.0
Ag9(PbO3)4,0.0
KV6O11,0.0
Hg2Rh,0.0
Li15(FeO4)4,0.0
MnSb3(PO4)6,0.0
Li6Fe9CoO20,0.0
ScSnPd,0.0
Bi24BO39,2.91
CsTiCl3,0.0
Al5Rh2,0.0
Sm(SiNi)2,0.0
TiPO4,0.0
Ba3NaIr2O9,0.0
Bi2CO5,3.42
Ba2GdGaTe5,1.12
MnAl3,0.58
Fe3Si,0.0
Ba2SmGaTe5,1.04
Li4Ni3BiO8,0.0
CaEuO2,0.0
Y(Al2Cu)4,0.0
Sm(ErSe2)3,2.0
Cd0.8In2.1Ag0.1Te4,0.29
ZrC,0.6
Yb(Ga4Co)2,0.0
MnGeRh2,0.0
YbSmRh2,0.0
Ce5Ge3,0.0
PdS,0.5
NbSe2,1.4
Na3Mn2(GeO4)3,0.0
Cd3Te2MoO10,3.81
ZnCu3P3O13,0.0
Li4Cr3NiO8,0.0
Li2Ti3FeO8,0.0
InCuS2,1.5
TiMn2Ge,0.0
Ho(SbO3)2,0.0
Pr5In11Ni6,0.0
Ce8Sb2S15,1.99
Ca(Al4Co)2,0.0
Ca(AlZn)2,0.0
LiNiP2O7,0.0
SbPbIO2,2.48
ScAgO2,3.8
NiAsO3,0.0
NdBRh3,0.0
Gd2S3,2.55
K11Mn4O16,0.0
Cd0.37Hg0.63Te1,0.35
PmMgCd2,0.0
BaGe2,1.0
NaAsO3,0.0
As2Rh,1.15
Tl0.005Te1Pb0.995,0.48
LuUO3,0.0
Ni3Ge,0.0
Hf3Sb,0.0
LiMn4O8,0.0
Cs3Nb2AsSe11,1.35
Li9Ga13(Te7O22)3,4.45
TmScHg2,0.0
LuSiIr,0.0
Y3Si3Pd2,0.0
Sr5Cd2Sb5F,0.0
Li8TiNi7O16,0.0
KP(HO2)2,6.95
Ce4Bi3,0.0
Eu(LuSe2)2,1.7
Yb2EuSe4,1.3
Ga1.05Sb0.95Te0.15,0.68
Er3Al3NiGe2,0.0
Li3CrO4,0.0
BePd2,0.0
HgPt3,0.0
BaGa2SiS6,3.75
YbIn4Ni,0.0
Ba2ScTaO6,4.19
ScTlS2,1.51
SrCdSi,0.0
BaTeMo2O9,3.12
La2Fe(SeO)2,0.7
Al4Cu9,0.0
Co7Mo6,0.0
USeS,0.0
NaCdSb,0.0
ScCuO2,3.3
Na0.75Eu1.625Ge1Se4,2.0
CoOF,0.0
Al2CrS4,0.0
V3CrO10,0.0
Sm2AgRu,0.0
LiNb3(BiO3)4,3.0
LiMgN,3.2
Sr3(AlSn)2,0.0
Te2Au,0.0
RbMnTe2,0.0
NbSiIr,0.0
LaIn5Ir,0.0
Be22Re,0.0
BaO,4.8
Yb(SiRh)2,0.0
AlCu7O12,0.0
Mn(SbO2)2,2.65
K3Ga3Ge7Se20,2.23
Ga2PbS4,2.38
Na2In2SiS6,3.27
YbRh2,0.0
Li3FeS3,0.0
UGeRh,0.0
GePt2,0.0
Pr2Te4O11,3.65
HoMgZn2,0.0
V2Sb(PO4)3,0.0
PrAu,0.0
In1.99Cu0.01Se2.99,1.45
K2Zn(SnSe3)2,1.71
CdCu(SeO3)2,3.33
Si0.98Ge0.02,1.08
Bi9S6O7.5,1.27
Bi2Mo2Se2O13,3.15
Li3AlTe4O11,3.63
TeAs,0.74
Ba(ZnAs)2,0.23
Zr6Sb2Pt,0.0
Na2Mo2Se2O11,3.1
LiSnAu,0.0
La2TiCoO6,1.02
CrTe2,0.17
Ga1Sb0.3As0.7,0.67
ScZnNi2,0.0
Ce2(SbPd3)3,0.0
Zn0.9Hg0.1Te1,1.74
Si2Ni6B,0.0
DyPO4,6.38
BiSBr,1.88
PrCuSO,3.03
Li6Mn5CoO12,0.0
Ge0.01Pb0.99Se1,0.27
Na2Se,2.0
Li(NiO2)4,0.0
KSb,0.9
Ce3Pd5,0.0
Zn3(BO3)2,2.6
Rb2BaNb2Se11,1.53
BaZnSO,3.9
AsOsS,1.3
SmTmZn2,0.0
SmP,1.09
CeSI,0.0
Ga1.001Sb0.999Te0.003,0.72
FeCoAs,0.0
La6Sb4(SO4)3,2.6
Ge2Os,0.0
HfHg4(PCl3)2,3.26
In1Ag1.75Sb5.75Se11,0.94
Zn(FeN)2,0.0
BaSi,0.0
Tb4Al2O9,4.59
ZrInCu2,0.0
Nd2(SnSe3)3,0.5
EuSnO3,0.0
MgSnRh2,0.0
Zn6S5Cl2,2.71
La3Mg0.5Sn1S14,1.71
CsAg2TeS6,2.04
Bi1Sb0.15,0.02
NdZn2Ag,0.0
TbWClO4,4.24
K3LiNb6O15,0.0
TbInIr,0.0
Sr3Li4La5O12,0.0
Cd0.06In0.94Te0.06As0.94,0.68
K3Sm(AsS4)2,2.2
LiGd5P2O13,3.73
NaH3(SeO3)2,4.9
YbAs,1.02
Sc(VGa2)2,0.0
K2Ag3Sb3S7,2.2
TlCr5Se3S5,0.89
MgSc,0.0
LiIn2Rh,0.0
Co7Re17O48,0.0
Ca2CdAs2,0.95
Al7(CN)3,0.0
U3Cu2Se7,0.0
K9Bi13S24,1.4
Li7Ti7O16,0.0
Zr3O,0.2
LiLu2Ga,0.0
HgS,2.1
CsPPbO4,4.39
K3V,0.0
Ba2SmTaO6,3.02
Y(SiRh)2,0.0
CuN3,4.17
In1Sb0.7As0.3,0.16
SmBiW2O9,3.39
Ba(BRh)2,0.0
Tl(Cu3S2)2,0.0
YCoO3,0.0
TcB,0.0
MnO,3.6
Pr(BiO3)2,0.0
Sb2Te,0.0
In2Bi3Se7I,1.38
PrLuSe3,1.56
Te2Mo2WSe4,0.0
PdS2,0.75
Mg2RhAu,0.0
Nb3CuO8,1.47
TmAu,0.0
Y3GaCo3,0.0
Li8Ti16CuS32,0.0
Ga2Cu1S3.5,2.42
CaCdPd2,0.0
AgPt3,0.0
Ca2TlCd,0.0
LiSbSe2,0.68
Mg(TiS2)4,0.0
Ba2UCuO6,0.0
EuO,1.12
YCu3(WO3)4,0.0
LiTm2Rh,0.0
ScCdAg2,0.0
Ga1Sb0.01As0.99,0.7
Ba3BSbSe6,1.89
VBi24O41,3.25
Ho(SiOs)2,0.0
HoGe,0.0
Si0.1Ge0.9,0.8
Co1Te1.88,0.2
IrPb,0.0
KCuSnS3,1.47
Ba8Hg4Se7S5,1.98
Hf2Hg,0.0
Na6CoSe4,0.0
YSbPt,0.16
Bi2Te2.1Se0.9,0.29
RbZrPSe6,2.0
Y2Ge2O7,0.0
Mg2AgIr,0.0
Sc3C4,0.0
In0.4Ga0.6P1,2.05
TmLuPd2,0.0
LiZn2GaO4,4.0
SmHoHg2,0.0
ScCdHg2,0.0
Y6Zn(SiS7)2,2.38
Eu(CdSb)2,0.0
Mg3N2,2.8
YB66,0.8
MgCo2(PO5)2,0.0
BaAl4Se7,3.4
RbPdF3,0.0
Y(CuSe)3,0.88
VCo,0.0
Ga1.6Cu0.4S2.6,2.45
Cd0.5In2.25Ag0.25Te4,0.39
La2Ni5B4,0.0
Cd(PS2)2,3.76
MnSiNi2,0.0
Pr3Cd,0.0
Nd3Te4,1.6
MgCr,0.0
Pb1Se0.9S0.1,0.27
Ga2SnGeS6,2.04
Lu2Fe2Si2C,0.0
As2Ir,1.0
In2S3,2.0
GaSiRu2,0.0
Er2SnAu2,0.0
LiFe2(SiO4)2,0.0
Dy1Te1.4,0.6
RbCuSnSe3,1.04
Al0.3In0.7P1,1.9
Ti2TcPd,0.0
Zr5Al3C,0.0
HoSi,0.0
LaV,0.0
SiP,2.0
RbBi3TeSe4,0.8
ZnSi(AgS2)2,3.28
CdF2,6.0
Cu2GeS3,0.53
Rb28(Mg3In17)3,0.0
FeAgSe2,0.23
Al10V,0.0
K2PdSe10,1.48
Zn2TeMoO7,4.1
In0.4Ga0.6As0.6P0.4,1.74
Ce2Al2Co15,0.0
LiGaPt2,0.0
CsDy9(Cd2Se9)2,1.99
DyB2Rh2C,0.0
MnGaNi2,0.0
CuBiPbSe3,0.07
Er6MnBi2,0.0
LiCa3As2H,1.4
Sm3Sc,0.0
Nd10Se14O,1.98
CsCdBO3,2.58
Ge3Bi3O10.5,3.3
YbNdAg2,0.0
In3Bi7(Pb2S9)2,0.0
Na3Tl,0.0
ZrSb,0.0
Ni2Mo3N,0.0
BeSiRu2,0.0
Cu2Sb,0.0
Sm4InSbS9,2.13
Cd0.2In2.4Ag0.4Te4,0.42
Ge(Bi3O5)4,3.25
Rb2Hg(PSe3)2,2.32
MnF2,9.9
Cd(GaS2)2,3.4
Cd1Se0.65S0.35,1.93
ErBiW2O9,3.26
Bi2Te2.7Se0.3,0.2
GeP,0.95
Y(NiP)2,0.0
Te2Mo3Se4,0.0
Ga2Se2O7,4.61
RuCl3,0.0
PmCd3,0.0
Al0.05Cd0.95Sb0.05Te0.95,1.37
Yb6U3O17,0.0
SrSe,4.42
CoPS,0.4
CsWCl6,0.0
CdPt,0.0
Mn2VSi,0.0
Hg3PS4,2.03
Hg3Bi2(SCl4)2,3.26
LiCo(CO3)2,0.0
NdTe,0.0
Y(SiRu)2,0.0
ZrInPd2,0.0
Na8Hg3,0.0
TmMgCd2,0.0
Yb3Sn13Rh4,0.0
Sm3Al0.33Si1S7,2.26
FeI2,5.15
RbCd(BO2)3,4.2
Ga0.95Hg0.05Sb0.95Te0.05,0.69
DyCd2,0.0
Ga1.01Cu0.99Se2.01,1.59
RbAgF3,0.0
In1Sb0.01As0.99,0.17
Ga5Pd13,0.0
MnSnRu2,0.0
AgF,2.8
TlInHgS3,1.74
Li4CrO5,0.0
MnAlAu2,0.0
Li4NbNi3O8,0.0
Li11Mn13O32,0.0
SbPbBrO2,2.67
Eu(MnGe)2,0.0
BaAu(IO3)5,2.32
Sr6Nb7O21,0.0
MgTi11O20,0.0
Ho(BiO3)2,0.0
Ga1Sb0.14As0.86,0.66
Na2EuGeSe4,2.0
HgOsPb2,0.0
Sm(BOs)2,0.0
Dy4GaSbS9,2.58
Zn0.85Ga0.15As0.15Se0.85,2.25
Tm(CuS)2,0.0
PdPb2,0.0
K2Mo2Se2O11,3.3
EuZn,0.0
In3Au10,0.0
CeAl2Pd5,0.0
Bi2Se3,0.35
B3H2Pb2O7.5,4.42
CeAl3Ni2,0.0
Ba5Cd(Ga2Se5)3,2.6
Ti2ZnS4,0.0
CdIn8Te13,1.02
TmTl,0.0
LiGaTe2,2.31
Zn(CoO2)2,0.0
TlCoMo2,0.0
VGa(TeO4)2,3.0
LuC2,0.0
BaTe,3.4
ZrCrSi2,0.0
CsCu2SbS3,1.63
Lu5(Si5Ir2)2,0.0
CrIrO4,0.0
LiB9PbO15,4.75
Nd(InS2)3,1.15
Li7Ti16O32,0.0
Sb2XeF14,0.0
ThAl,0.0
Tm4Sb2Se11.68,1.22
Ba4Ga4SnSe12,2.16
U3Bi4,0.0
Rb2Cu2Sb2S5,1.6
Cd0.99Hg0.01Se1,0.29
Dy3MnB7,0.0
K3Ga3Ge7S20,3.25
ThCrB4,0.0
NdSmHg2,0.0
