FORMULA,PROPERTY: YS (MPa)
NdCrGe3,122.0
CeCrGe3,66.0
SmCrGe3,155.0
Ca33La67Mn85(CoO20)15,147.0
Ca33La67Mn97(CoO100)3,223.0
La4GdFe57Si8,207.5
La4GdFe57Si8B,215.0
La8Gd2Fe114Si16B3,222.0
Sr2Li3Pr5Mn10O30,230.0
Sr4Pr5DyMn10O30,248.0
Sr4Pr5GdMn10O30,258.0
La3Nd4Mn10(PbO10)3,235.0
La4Nd3Mn10(PbO10)3,265.0
Nd4Mn5PbO15,121.0
NdMn2PbO6,178.0
U2Al2FeNi,53.5
U20Al20FeCo18Ni,16.0
U20Al20FeCo19,30.0
U50Al50FeCo49,16.0
EuMgAg,22.0
Cr2CuSe4,430.0
Sr4CePr5Mn10O30,310.0
Sr4Pr5EuMn10O30,270.0
Sr4Pr5YMn10O30,230.0
Sr2La3Mn5O15,367.5
Sr23La57Nd10Mn100O300,339.0
Sr2La3Mn4AlO15,206.0
Sr4La6Mn10AlO30,321.0
Sr4La6Mn9AlO30,321.0
Sr8La12Mn17Al3O60,307.0
Ca6Pr14Mn19CoO60,122.335
Ba18La67Mn100Zn15O300,260.0
Ba23Ca10La67Mn100O300,350.0
Ba2La8MnFeO30,193.0
Ca6Pr14Mn19NiO60,109.97
La47Dy20Mn100(Pb11O100)3,277.0
Sr16Ca17La67Mn100O300,335.0
SrCa2La7Mn10O30,292.8
Sr33La57Nd10Mn100O300,345.5
Ba33Ca33La268Mn400O1200,277.0
Zn(FeO2)2,440.0
Cr2HgSe4,110.0
MnBiO3,105.0
Ba22Sr11La67Mn100O300,343.365
Sr3La7Ti2Mn8O30,150.1
Ba4La16Mn17(FeO20)3,157.87
Ba22Sr11La67Mn80(FeO15)20,130.24
BaLa4Mn4FeO15,125.305
AlFe3,739.5
FeCo2Si,1100.0
Ba4Ca(Fe12O19)5,762.88
CrO2,394.5
La57Nd10Mn100(Pb11O100)3,350.09
La67Mn100Ag10Pb23O300,316.4
Ba3La7Mn10O30,325.5
Ba33La67Ti2Mn90O300,314.0
BaSrLa3Mn5O15,354.0
La67Mn100Ag5(Pb7O75)4,341.0
MnFeAsP,197.0
Sr3La7Mn9CuO30,348.0
Sr33La67Mn85V15O300,290.75
YbNi2,10.5
La5Fe57Si8,202.5
La5Fe56Si9,213.25
La5Fe59Si6,193.0
LaFe11Si2,228.5
EuMnO3,37.5
Sr3Eu7Mn10O30,86.5
Nd7Mn10(PbO10)3,149.0
Nd17Mn20(PbO20)3,109.5
Gd5(SiGe)2,291.575
Ba23Ca10La67Mn90Cr10O300,312.0
Ba2La8Mn9FeO30,193.0
BaLa4Mn5O15,295.0
DyNbFe41B7,399.0
GdNbFe41B7,414.0
TbNbFe41B7,398.0
YNbFe41B7,391.0
Na5La14Mn20PbO60,334.77
SrNdMn2O8,228.165
Fe2NiGe,685.0
Fe2NiSb,735.0
GaFe2Ni,785.0
TbCoNi4,60.0
TbFeNi4,280.0
Sr33La67Mn90V10O300,304.5
Sr33La67Mn95V5O300,326.0
Sr3Ca3La6NdMn9VO30,298.0
Mn2Sn98(O39F)5,152.03
Pr3Mn7O15,268.23
V11Cd89Te100,621.0
V7Cd93Te100,589.0
V9Cd91Te100,602.0
VCd19Te20,608.0
Ca4La5Mn10AgO30,226.28
Ca9La11Mn20O60,236.0
Sr11La9Mn20O60,295.0
Sr3Ca3La14Mn20O60,320.0
MnCr2O4,50.0
Nb4Fe36Co36Si5B19,575.0
Nb4Fe43Co22Si5Ni7B19,529.0
Ba3La6PrMn7(NiO10)3,131.0
Ca3Pr7Mn8Cr2O30,155.0
Fe3P,690.0
Zr8Fe61Co7B17Mo5W2,330.0
Zr8Fe61Co8B17Mo5W,363.0
Zr8Fe61Co9B17Mo5,374.0
Cr5Co90(SiB4)6,633.28
Cr5Fe18Co72(SiB4)6,683.26
Cr5Fe27Co63(SiB4)6,833.21
Cr5Fe9Co81(SiB4)6,723.33
Mn29Ga21Ni50,369.7
Mn2Co2SiGe,380.0
Mn4Ga4Ni7Pt,350.0
TmFe2,599.0
Ce3Al11,7.0
TlCrS2,90.0
Ba11Sr22La67Mn100O300,360.0
Ba11Sr22La67Mn70(CoO10)30,185.0
Ba11Sr22La67Mn80(CoO15)20,220.0
Ba11Sr22La67Mn90(CoO30)10,300.0
SrCa2La7Mn9CrO30,255.0
PrCo5,902.5
GdNi,73.0
ErNi,10.7
Fe77CuSi13B9,670.0
Zr3Fe74CuSi13B9,590.0
Sr11(ReO6)4,12.0
Ba7La13Mn20O60,362.0
SrLaMn2O6,280.0
Sr2CrWO6,424.0
Ca2CrSbO6,16.0
Sr2CrMoO6,450.0
K2AgF4,26.0
CeTiGe3,14.0
La9Mn10TeO30,239.0
Cr2Te3,180.0
Ba2FeReO6,309.0
Ca2FeReO6,531.0
Sr2CrReO6,635.0
LaEuSiNO3,3.0
MnCO3,32.2
SrLaMnReO6,190.0
LiFePO4,100.0
Ba10Ca23La67Mn100O300,300.0
Ba33La67Mn90Cr10O300,325.0
Ba33La67Mn85Cr15O300,288.0
Sr2La3(CoO3)5,230.0
HoCoGe,7.6
SrLa9(FeO3)10,600.0
CoBr2,27.0
CuNi,57.8
CeAg,5.5
Cr2CuTe4,326.0
Sm5V11Co49,360.0
TmCuSi,9.0
Cr2CuS4,377.0
LuFe2,600.0
Ba2Er2CuPtO8,25.0
GdFe2,790.0
Tb2Ti3Si4,9.0
Ba22Sr11La67Mn90(FeO30)10,190.0
Ba11Sr22La67Mn80(FeO15)20,94.0
Ba11Sr22La67Mn90(FeO30)10,268.0
Fe2B,1009.0
Co2B,433.0
Co3B,747.0
Ba3La6PrMn10O30,215.0
Sr33La67Mn67(Ni11O100)3,255.0
Sr3La7Mn9CoO30,260.0
Sr7La7Pr6Mn20O60,334.0
Sr7La9Pr4Mn20O60,344.0
Ca6La13Mn18Co2PbO60,198.0
Ca6La13Mn18Ni2PbO60,223.0
Ca6La13Mn18Zn2PbO60,204.0
Nd61Dy2Fe135B2,586.0
Nd63Fe135B2,585.0
NdFeB,585.0
Tb2Nd61Fe135B2,588.5
Eu(FeAs3)4,152.0
Fe2P,216.0
MnFeAs,206.0
Sm(Fe5Mo)2,543.0
Cr2Cd(SeS)2,93.1
Cr2CdSe3S,110.0
Cr2CdSeS3,84.7
Dy2Ni12P7,9.0
SrCoO3,200.0
Ce2Co7,50.0
CeCo3H4,80.0
UCuAs2,131.0
U(CuP)2,216.0
UCuP2,76.0
U(CuAs)2,140.0
Lu2Fe14C,495.0
Eu2TiO4,9.0
Eu3Ti2O7,8.5
Nd15Fe77B8,430.0
Co7B2P,453.01
U2SbN2,166.0
U2BiN2,154.0
U2TeN2,71.0
Fe167Co167Ge200,224.0
FeCoGe,370.0
FeNiGe,770.0
Mn19(CoGe)20,265.0
Mn95(Fe51Ge50)2,245.0
Nd7Fe40B3,460.0
NdMnSi2,40.0
CoPt3,773.0
Dy9Ho5Al6Co5,23.0
Tb11Al5Co4,105.0
La250Mn89Fe2846(Si63H76)5,290.0
Sr7Pr9Mn20O60,295.0
Gd11Al4Co5,112.45
Gd11Hf11(Al4Co5)2,91.6
Gd2Hf9Al4Co5,75.2
Gd4Hf7Al4Co5,97.7
Gd7Hf4Al4Co5,96.5
Gd9Hf2Al4Co5,100.1
Gd2CoSi2,213.5
Gd2CoGe2,143.0
Gd5Sb2Pt,113.0
Gd5Bi2Pt,125.0
Ho2CdCu2,30.0
SiNi8B,180.0
Gd(MnGe)2,468.5
Y2Ho3Ni10,7.0
PrTiFe11,547.0
PrTiFe11H,604.0
DyAlNi4,11.0
FeRh,650.0
Sr3Pr7Mn10O30,265.0
Sr30Pr63Mn100Bi7O300,250.0
Sr30Pr63Sm7Mn100O300,215.0
K3Sr5La12Mn20O60,305.0
KSr3La6Mn10O30,320.0
KSr7La12Mn20O60,345.0
ZrAlCo2,180.0
Ca19LaMn10(IrO6)10,110.0
Ca3LaMn2(IrO6)2,140.0
Sr3La7Mn9SnO30,245.5
Sr6La14Mn17(SnO20)3,231.0
Sr6La14Mn19SnO60,325.0
Ca3Sc17Co40,206.0
Lu10Al3Co17,131.0
Lu5(AlCo4)2,103.0
Sr3Ca7La10Mn20O60,273.0
GdInPd,101.5
KPr9Mn10O30,125.0
La3Mn5Cd2O15,263.0
La7Mn10Cd3O30,252.0
LaMn2CdO6,268.0
Fe2GeTe4,149.9
Fe2SnSe4,301.0
Sr3Ca5La7Mn10O35,320.0
SrCa7La7Mn10O35,268.0
Ca5La4DyMn10O30,70.0
Ca5La4EuMn10O30,132.0
Ca5La4GdMn10O30,100.0
Ba4La16Mn19FeO60,233.0
Gd4Co3,215.0
Gd36Co27B,207.0
Gd68(Co17B)3,202.0
Gd76Co57B,211.5
U2Fe3Ge,55.0
U3(FeGe)4,18.0
Ba2MnReO6,120.0
SrEu(CoO3)2,140.51
Ca3La5Mn10(AgO15)2,263.0
Ca2La5Mn10(AgO10)3,260.0
CaLa5Mn10(Ag2O15)2,254.0
Gd7Pd3,320.5
Gd2Y5Pd3,150.0
Gd(Y2Pd)3,75.0
Sr3La7Mn9AlO30,307.5
La57Nd10Ti10Mn90(Pb11O100)3,299.0
La57Nd10Ti15Mn85(Pb11O100)3,279.0
Sr300La700Mn93(Fe7O300)10,296.0
CrGaFe2,353.0
NdAl2,76.5
SmAl2,122.7
TmAl2,6.0
Ca33Pr67Mn70(FeO10)30,105.0
Ca33Pr67Mn80(FeO15)20,135.0
Ca33Pr67Mn90(FeO30)10,176.0
Gd600Co167Si300,294.0
TbInNi,70.0
Ba23Ca10La52Y15Mn100O300,289.0
Ba23Ca10La57Y10Mn100O300,300.0
Ba23Ca10La62Y5Mn100O300,321.0
La52Dy15Mn100(Pb11O100)3,290.0
Sr18La57Nd10Mn100O300,315.0
Ca2TiMnO6,69.4
Ca33La67Mn90Cr10O300,223.75
Sr3Ca3La6NdMn10O30,325.2445
Sr3Ca3La6NdMn9FeO30,296.5755
Sr6Ca6La12Nd2Mn19FeO60,304.4815
NaLa4Mn5O15,333.0
Na2La7NdMn10O30,311.5
Na4La13Nd3Mn20O60,300.7
Na4La15NdMn20O60,322.0
NaLa3NdMn5O15,295.0
TiFe2Sn,240.0
Gd10Mn13Co7,300.0
Gd5(Mn4Co)2,210.0
Gd5Mn7Co3,270.0
Gd5Mn9Co,140.0
MnGaSe3,910.0
MnGaTe3,720.0
CrGaTe3,71.0
CrGaSe3,49.0
Nb1014Fe9243Co9243(SiB4)1100,730.0
Nb2002Fe18249Co18249(SiB4)2300,720.0
Nb78Fe711Co711(SiB4)100,680.0
Nb962Fe8769Co8769(SiB4)1300,675.0
Nb962Fe8769Co8769(SiB4)1350,640.0
Nb962Fe8769Co8769(SiB4)1400,620.0
Sr17Ca8La75Mn95(GaO60)5,280.59
SrLa3Mn4O12,340.5
Sr17Ca8La75Mn90(GaO30)10,232.4
Ca7La13Ti4Mn16O60,87.0
CaLa3Mn4O12,224.0
Sr17Ca8La75Mn80(GaO15)20,133.0
Fe152Co228Si22B33Mo10(P7C4)5,674.0
Fe152Co228Si27B33Mo10(P3C2)10,684.0
Fe152Co228Si32B33Mo10(P5C4)5,694.0
Fe304Co456Si49B66Mo20(P13C8)5,671.0
Sr2MnReO6,120.0
La7Mn10(PbO10)3,352.0
La14Mn19Fe(PbO10)6,295.0
AlFe3N,770.0
ZnFe3N,760.0
Mn3CuN,10.0
Sr3LaNd6Mn10O30,249.5
Ca4La5Mn10(AgO15)2,262.305
Sr33Pr67Mn100O300,258.0
Sr37Nd63Mn100O300,300.0
Sr3La4Eu3Mn10O30,272.0
Sr3La5Eu2Mn10O30,281.0
Sr3La6EuMn10O30,343.0
NaSr5La14Ti2Mn18O60,155.125
La20Ti3Mn37O60,121.0
Sr15La28Eu7Mn50O150,318.5
Ba33La67Mn95(FeO60)5,275.0
Sr12Ca4Pr24Mn39(FeO40)3,112.0
Sr12Ca4Pr24Mn39FeO120,248.5
CrSbS3,104.0
CrSbSe3,71.0
KLa16Mn20(AgO20)3,300.0
NaPr4Mn5O15,115.0
LaFe13(CoSi)13,199.5
LaMn13Fe13Si13H,289.0
MnCoNiSn,321.0
Sr33La37Eu30Mn100O300,258.0
Sr33La47Eu20Mn100O300,263.0
Sr33La57Eu10Mn100O300,296.0
Mn2Fe2SiP,382.0
La47Mn50(BiO50)3,209.0
MnSnRh2,411.75
Sr60La133Eu7Mn200O600,357.0
Sr6La13EuMn18Cr2O60,310.0
Sr6La13EuMn19CrO60,338.0
Cr2CdSe4,136.0
TlFeF3,98.5
TlNiF3,127.0
GdAlNi4,28.0
GdGaNi,29.0
Sr2La7Mn10AgO30,325.0
TbFe3,648.0
Sr33La67Mn90(NiO30)10,263.5
Ce2InPd2,4.2
VGeRu2,126.0
VSnRu2,447.0
VSiRu2,23.0
ErSiNi2,7.0
HoSiNi2,9.0
Sr7Eu13Mn10(FeO6)10,200.0
Sr7Eu13Mn18(FeO30)2,150.0
Dy3SiNi8,17.0
DySiNi2,16.0
TmZn,8.1
CeFe11Mo,643.0
Dy11In9Ni4,86.0
Mn283Cu5(Ni25Sn7)16,321.0
La(Co2B)6,160.0
Cr46Cu25(NiSe25)4,355.0
Cr73Cu50(Ni11Se100)2,375.0
Cr79Cu50(Ni9Se100)2,360.0
Fe39Si4B7,686.0
Fe76Cu2Si13B9,600.0
Fe78Si9B13,715.0
Zr17Fe753Cu10(Si13B9)10,645.0
Ce3Co29(Si2B5)2,173.0
Gd3Co29(Si2B5)2,210.0
Pr3Co29(Si2B5)2,193.0
CuSeO3,25.5
YTiO3,29.0
Sr3La6DyMn10O30,307.0
Sr6La12Pr2Mn3(RuO20)3,342.0
Ba33La67Mn90Cr10O3,324.0
La47Eu20Mn100(Pb11O100)3,284.0
La47Y20Mn100(Pb11O100)3,272.5
CeFeCoGe,866.0
LiEuF3,631.0
Ba2CrWO6,145.0
GdTiSi,294.0
MnGa2Ni,780.0
GdPd,40.0
Sm10Co61Si9,718.0
Ce2CoGe3,10.0
Ce5Co4Ge13,7.0
GdScSi,335.0
Dy7Er3Co20,106.0
Gd3Y4Pd3,197.0
Sr23La77Mn80(CuO15)20,293.0
Ca6La13Mn20PbO60,286.0
Ca7La13Mn20O60,267.9
GdAlNi,59.0
Gd(AlFe)6,334.0
SrLa(CoO3)2,225.0
CaLa(CoO3)2,175.0
Sr33La57Nd10Mn70Al30O300,238.0
Sr33La57Nd10Mn80Al20O300,263.0
Sr33La57Nd10Mn85Al15O300,279.0
Sr33La47Gd20Mn100O300,292.25
Ba33La67Mn100O292,275.0
Fe3W3N,110.0
UGeRh,9.5
HoAl,20.0
KNa3La16Mn20O60,330.0
Eu10(GaAg4)17,70.3
EuGaAg4,72.3
Cr22Fe49Ni29,124.3
GdAl2Ni,28.34
NaLa8Mn10PbO10,247.0
Eu4Ga8Si2Ge13,31.0
Eu4Ga6Ge17,20.0
Eu4Ga6Si2Ge15,20.0
Ce2(CoH)7,233.0
LaCeCo7,260.0
Pr2Co7,600.0
TbScGe,233.0
NdScGe,194.0
NdScSi,175.0
ErAlCu,7.0
HoAlCu,12.0
PrAlCo4,458.0
YAlCo4,473.0
YCo5,937.55
YCo4B,378.85
SmCrSb3,109.0
Ca6La13NdMn18(FeO30)2,140.0
Sr7La13Mn20O60,341.0
Li25La958Ti100Mn900O3000,90.0
Ca320La540Mn1000O2977,300.0
Nd3Co11B4,390.0
La2MnIrO6,130.0
Gd3Pd,325.0
GdAlCu,83.0
Mn3Fe10Ni7,242.0
MnFe12Ni7,300.0
Ca3La7Mn9ZnO30,206.75
Ca33La67Mn95Zn15O300,202.0
Sr6La14Mn19CuO60,346.0
LaNd2Mn5Pb2O15,270.0
Sr9CaLa15Mn25O75,363.0
Sr3La7Mn10O30,361.5
Sr3La7TiMn9O30,210.0
Ca7La13Ti2Mn18O60,103.0
Sr33La67Mn90Cr10O300,328.0
CeCuSi,15.2
CeCuGe,10.1
CeGeAu,10.0
Mn52Ga39Fe13Ni96,361.0
PrNdFe14B,570.0
Y2NbFe13B4,364.0
KSrPrMn5O15,269.0
NaSr8Pr11Mn20O60,289.0
Sr3CaLa16Mn20O60,306.0
SrCaLa8Mn10O30,288.0
MnAlGe,518.5
FeCo72,722.0
SmFe2,669.0
BaIrO3,180.0
Na(FeSb3)4,85.0
Gd5(SiSn)2,220.0
Gd5Sn4,65.0
CeB2Rh3,115.0
Sr33La53Tb14Mn100O300,298.0
NdInPd,30.0
CrFeGeRu,374.0
ZnCo,468.0
YCo4Si,335.0
MnNi2Sb,350.0
Sm2AlCo2,50.0
Sm2GaCo2,62.0
Gd15Al55Co23,46.0
Gd7Al7Co6,88.0
SrNdMn2O6,240.0
Sr33Nd67Mn100O300,257.5
Ca15La35Mn48Al2O150,204.0
Ca75La175Mn240InO750,100.0
Er3AlCu,13.3
HoGaAg,7.2
La2Fe23Si3,195.0
Gd(Sc2Ni5)2,13.6
AlCrFe2,246.0
DyCo2,159.0
PrCo2,50.0
SmCo2,259.0
YCo2,320.0
TmNi2,12.0
CeCo2,2.0
TmCo2,18.0
U2Te3,122.0
U3Te4,105.0
CrI3,64.5
Tb100(AlNi)101,47.0
NdN,35.0
CrBr3,32.56
EuI2,5.0
EuTe,7.8
V39Fe61,210.0
V89Fe111,160.0
Cr233Fe267,15.5
Cr243Fe257,9.0
Cr449Fe551,29.0
Cr87Fe113,47.0
Fe3125(Ir7Rh118)27,643.0
Fe3125(Pt7Rh118)27,636.0
Fe6250(Ir21Rh229)27,630.0
Fe8333(Ir121Rh879)9,613.0
Fe8333(Pd29Rh971)9,664.0
BaLa3Mn4O12,300.0
Ca33La67Mn90(GaO30)10,116.0
Cu41Ni59,150.0
Tb67Au33,130.0
CrGeTe3,66.0
MnZnSb,311.125
Eu7Cu44As23,17.0
GdAlGe,21.0
Mn(CrS2)2,65.25
MnNi3,776.0
Sr9Pr6Sm5Mn20O60,226.0
Eu2Si5Pt3,5.5
SmSiNi4,317.0
TbNi5,24.5
TbSiNi4,24.5
Gd20Mn7Si40Ni33,24.0
Co3(SnS)2,175.0
Ba2Ca2La16Mn17(CoO20)3,184.0
Mn5B2P,302.0
Ca33La67Mn70(BO10)30,228.5
Fe3GeTe2,220.0
EuO,73.0
Ce5Fe9Co,190.0
TiAlCo2,131.5
Sr9La11(CoO3)20,255.0
GdGa,187.0
Pr77Mn100Pb23O300,167.0
Ca3(CoO3)2,24.0
Ca6La13Mn18Cu2PbO60,223.0
Ba3Pr7Mn10O30,188.0
Zr2AlRh,607.0
ZrZn2,28.0
Sr3Pr(CoO4)2,200.0
Ba3Ca3Pr14Mn20O60,117.0
ErFeSi,22.0
MnGe9,280.0
Mn11Ge8,274.0
MnGaAs,110.0
TmCrO4,18.0
ErCrO4,15.0
CaLa9Mn10O30,170.0
Ba2Pr7Mn10O30,145.0
Ba5Pr14Mn20O60,151.0
CeCo3,80.0
SmB2Ru3,45.0
TbTiGe,177.5
Sr3Nd7Mn10O30,237.5
Sr9Sm11Mn20O60,126.0
U3Pd20S,2.0
Ba12Ca3La35Mn50O150,320.0
CoPt,840.0
Gd4Bi3,333.0
Gd51Sc49Ge50,350.0
MnSbAu,135.0
La20Mn8Al6Fe15Ni71,140.0
SmFeO3,673.0
PrFeO3,707.0
EuFeO3,663.0
GdFeO3,661.0
DyFeO3,645.0
TbFeO3,652.0
YbFeO3,632.0
LuFeO3,622.0
NdFeO3,693.0
TmFeO3,631.0
ErFeO3,641.0
HoFeO3,643.0
TbGa,156.5
DyGa,116.0
ErGa,32.0
NdGa,44.0
PrGa,32.0
SmGa,108.0
TmNi5,7.0
Gd6Mn23,478.0
GdN,67.4
ErN,3.39
Er,19.0
NdGe2,3.6
PrGe2,19.0
MnGeRh2,450.0
MnGaPt,220.0
MnGaRu,220.0
MnSbPt,575.0
MnSbRh,320.0
MnSnPt,330.0
La13Mn20Pb7O60,330.0
Pr19Nd18Mn50Pb13O150,185.0
Pr63Mn100Pb37O300,215.0
Gd19Th,273.0
Gd22Mg3,184.0
Gd47Mg3,233.0
Gd9Th,244.0
TmFe3,537.0
Tm6Fe23,475.0
Tm2Fe17,280.0
LuFe3,606.0
Lu6Fe23,481.0
Lu2Fe17,268.0
ErFe3,552.0
Er6Fe23,494.0
Er2Fe17,305.0
HoFe3,606.0
Ho6Fe23,534.0
GdFe3,728.0
Gd6Fe23,468.0
DyFe2,635.0
Tb6Fe23,574.0
Cr2CdS4,84.5
Cr2HgS4,22.0
La9Mn10BiO30,198.0
La4Mn5BiO15,149.0
Gd73Dy27,265.0
Ba53Sr22(Nd22Th3)5,137.0
Ba56Sr9Pr20(Nd22Th)5,150.0
Ba5SrCaLa9Y3Th,130.0
Ba14SrPr31Y4,123.0
Gd10Ti7Mn3Ge10,430.0
Gd10Ti9MnGe10,374.0
Gd2TiMnGe2,430.0
Gd5Ti2Mn3Ge5,428.0
Gd5Ti4MnGe5,430.0
Tb(Y2Fe5)2,588.0
Tb2Y3Fe10,620.0
Tb9YFe20,685.0
Gd(Y2Fe5)2,600.0
Gd9YFe20,775.0
GdYFe4,680.0
DyFe3,605.0
Dy6Fe23,545.0
Dy2Fe17,363.0
PrFe7,283.0
NdFe7,327.0
SmFe7,399.0
Nd2Mn3AlFe13,340.0
Sr33Pr67Mn90Al10O300,240.0
Sr33Pr67Mn95Al5O300,268.0
Sr66Pr134Mn195Al5O600,281.501
Gd(GeRu)2,34.0
Gd125(Si2Ge23)4,58.0
Gd16(Bi3Sb)3,308.0
Gd16(BiSb3)3,273.0
Gd20Si3Ge13,108.0
Gd25Si3Ge17,92.0
Gd50Si17Ge23,241.0
Gd5SiGe3,147.0
GdFeSi,118.0
MnCoP,583.0
FeNiP,95.0
CrNiAs,193.0
CrNiP,140.0
FeCoAs,300.0
FeCoP,425.0
MnCoAs,350.0
LiEuP,9.0
Ho4MgPt,28.0
CeY2Ni9,92.0
LaY2Ni9,15.0
CeY2Ni9H8,77.0
CeAsPd,6.2
CePPd,5.2
ZrCo2Sn,448.0
DyInPd,38.0
TbInPd,74.0
PrGa3Cu,4.6
SmVFe11,634.0
Dy5In3,119.0
Mn25Al23Ni2,634.0
Mn27Al23,645.0
Fe5SiB2,784.0
CeNiSb2,6.0
Pr5Si4,38.0
Pr5Si3Ge,47.0
Pr5(SiGe)2,38.0
Pr5SiGe3,47.0
